dteday,season,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
1/5/2012,spring,14,0,Thursday,1,Clear,0.34,0.3182,0.39,0.2836,117
1/5/2012,spring,15,0,Thursday,1,Clear,0.36,0.3333,0.34,0.2836,119
1/5/2012,spring,16,0,Thursday,1,Clear,0.36,0.3333,0.34,0.2836,197
1/5/2012,spring,17,0,Thursday,1,Slightly cloudy,0.36,0.3485,0.34,0.194,412
1/5/2012,spring,18,0,Thursday,1,Clear,0.34,0.3333,0.36,0.1642,383
1/5/2012,spring,19,0,Thursday,1,Clear,0.34,0.3485,0.34,0.0896,265
1/5/2012,spring,20,0,Thursday,1,Clear,0.3,0.3333,0.49,0,177
1/5/2012,spring,21,0,Thursday,1,Clear,0.26,0.2727,0.6,0.1343,97
1/5/2012,spring,22,0,Thursday,1,Clear,0.26,0.2576,0.6,0.1642,71
1/5/2012,spring,23,0,Thursday,1,Clear,0.24,0.2576,0.7,0.1045,60
1/6/2012,spring,0,0,Friday,1,Clear,0.22,0.2576,0.75,0.0896,25
1/6/2012,spring,1,0,Friday,1,Clear,0.22,0.2727,0.75,0,8
1/6/2012,spring,2,0,Friday,1,Clear,0.22,0.2273,0.69,0.1642,5
1/6/2012,spring,3,0,Friday,1,Clear,0.22,0.2424,0.69,0.1045,4
1/6/2012,spring,4,0,Friday,1,Clear,0.22,0.2273,0.69,0.1343,3
1/6/2012,spring,5,0,Friday,1,Slightly cloudy,0.2,0.2121,0.8,0.1343,13
1/6/2012,spring,6,0,Friday,1,Slightly cloudy,0.22,0.2424,0.73,0.1045,70
1/6/2012,spring,7,0,Friday,1,Slightly cloudy,0.24,0.2879,0.65,0,205
1/6/2012,spring,8,0,Friday,1,Clear,0.24,0.2424,0.7,0.1343,447
1/6/2012,spring,9,0,Friday,1,Clear,0.24,0.2424,0.7,0.1642,241
1/6/2012,spring,10,0,Friday,1,Clear,0.26,0.2576,0.65,0.194,116
1/6/2012,spring,11,0,Friday,1,Clear,0.3,0.303,0.56,0.1642,138
1/6/2012,spring,12,0,Friday,1,Clear,0.36,0.3333,0.5,0.2537,191
1/6/2012,spring,13,0,Friday,1,Clear,0.4,0.4091,0.43,0.2836,204
1/6/2012,spring,14,0,Friday,1,Clear,0.46,0.4545,0.36,0.194,178
1/6/2012,spring,15,0,Friday,1,Clear,0.52,0.5,0.27,0.2537,222
1/6/2012,spring,16,0,Friday,1,Clear,0.52,0.5,0.27,0.2836,294
1/6/2012,spring,17,0,Friday,1,Clear,0.46,0.4545,0.36,0.2239,476
1/6/2012,spring,18,0,Friday,1,Clear,0.5,0.4848,0.29,0.2537,419
1/6/2012,spring,19,0,Friday,1,Clear,0.46,0.4545,0.33,0.2836,272
1/6/2012,spring,20,0,Friday,1,Clear,0.42,0.4242,0.41,0.194,177
1/6/2012,spring,21,0,Friday,1,Clear,0.4,0.4091,0.43,0.2239,154
1/6/2012,spring,22,0,Friday,1,Clear,0.36,0.3485,0.5,0.194,135
1/6/2012,spring,23,0,Friday,1,Clear,0.36,0.3788,0.5,0,101
1/7/2012,spring,0,0,Saturday,0,Clear,0.36,0.3485,0.5,0.1642,79
1/7/2012,spring,1,0,Saturday,0,Clear,0.38,0.3939,0.46,0.1642,62
1/7/2012,spring,2,0,Saturday,0,Clear,0.36,0.3636,0.5,0.1045,38
1/7/2012,spring,3,0,Saturday,0,Clear,0.32,0.3333,0.57,0.1045,20
1/7/2012,spring,4,0,Saturday,0,Clear,0.32,0.3333,0.57,0.0896,10
1/7/2012,spring,5,0,Saturday,0,Clear,0.26,0.2727,0.75,0.1045,9
1/7/2012,spring,6,0,Saturday,0,Clear,0.26,0.2727,0.75,0.1045,7
1/7/2012,spring,7,0,Saturday,0,Clear,0.22,0.2273,0.87,0.194,20
1/7/2012,spring,8,0,Saturday,0,Clear,0.24,0.2576,0.75,0.1045,64
1/7/2012,spring,9,0,Saturday,0,Clear,0.22,0.2273,0.8,0.1343,130
1/7/2012,spring,10,0,Saturday,0,Clear,0.28,0.303,0.75,0.0896,203
1/7/2012,spring,11,0,Saturday,0,Clear,0.34,0.3182,0.57,0.2239,324
1/7/2012,spring,12,0,Saturday,0,Clear,0.4,0.4091,0.43,0.2239,376
1/7/2012,spring,13,0,Saturday,0,Clear,0.44,0.4394,0.44,0.194,445
1/7/2012,spring,14,0,Saturday,0,Clear,0.5,0.4848,0.42,0.2836,512
1/7/2012,spring,15,0,Saturday,0,Clear,0.58,0.5455,0.37,0.2985,449
1/7/2012,spring,16,0,Saturday,0,Slightly cloudy,0.56,0.5303,0.37,0.2836,401
1/7/2012,spring,17,0,Saturday,0,Slightly cloudy,0.54,0.5152,0.43,0.1343,322
1/7/2012,spring,18,0,Saturday,0,Clear,0.54,0.5152,0.45,0.1343,297
1/7/2012,spring,19,0,Saturday,0,Clear,0.52,0.5,0.42,0.1045,215
1/7/2012,spring,20,0,Saturday,0,Clear,0.5,0.4848,0.39,0.2537,170
1/7/2012,spring,21,0,Saturday,0,Clear,0.44,0.4394,0.44,0.2239,140
1/7/2012,spring,22,0,Saturday,0,Clear,0.44,0.4394,0.38,0.2537,109
1/7/2012,spring,23,0,Saturday,0,Clear,0.42,0.4242,0.38,0.2239,119
1/8/2012,spring,0,0,Sunday,0,Clear,0.38,0.3939,0.4,0.2836,91
1/8/2012,spring,1,0,Sunday,0,Clear,0.34,0.3333,0.42,0.194,72
1/8/2012,spring,2,0,Sunday,0,Clear,0.36,0.3333,0.37,0.2836,67
1/8/2012,spring,3,0,Sunday,0,Clear,0.34,0.3333,0.42,0.1343,32
1/8/2012,spring,4,0,Sunday,0,Clear,0.32,0.303,0.49,0.2537,6
1/8/2012,spring,5,0,Sunday,0,Slightly cloudy,0.32,0.3333,0.49,0.1045,2
1/8/2012,spring,6,0,Sunday,0,Slightly cloudy,0.3,0.3333,0.52,0,2
1/8/2012,spring,7,0,Sunday,0,Slightly cloudy,0.3,0.3333,0.52,0,24
1/8/2012,spring,8,0,Sunday,0,Clear,0.3,0.303,0.52,0.1343,57
1/8/2012,spring,9,0,Sunday,0,Clear,0.32,0.3333,0.53,0.1343,125
1/8/2012,spring,10,0,Sunday,0,Clear,0.34,0.3333,0.49,0.1642,208
1/8/2012,spring,11,0,Sunday,0,Clear,0.36,0.3485,0.46,0.2239,256
1/8/2012,spring,12,0,Sunday,0,Clear,0.38,0.3939,0.43,0.2239,351
1/8/2012,spring,13,0,Sunday,0,Clear,0.4,0.4091,0.37,0.2985,343
1/8/2012,spring,14,0,Sunday,0,Clear,0.4,0.4091,0.4,0.194,328
1/8/2012,spring,15,0,Sunday,0,Clear,0.4,0.4091,0.37,0.2836,330
1/8/2012,spring,16,0,Sunday,0,Clear,0.4,0.4091,0.37,0.2985,314
1/8/2012,spring,17,0,Sunday,0,Clear,0.38,0.3939,0.4,0.2239,219
1/8/2012,spring,18,0,Sunday,0,Clear,0.34,0.3182,0.46,0.2239,181
1/8/2012,spring,19,0,Sunday,0,Clear,0.32,0.3182,0.49,0.194,112
1/8/2012,spring,20,0,Sunday,0,Clear,0.3,0.303,0.52,0.1642,126
1/8/2012,spring,21,0,Sunday,0,Clear,0.28,0.2727,0.56,0.2239,91
1/8/2012,spring,22,0,Sunday,0,Clear,0.26,0.2727,0.6,0.1045,58
1/8/2012,spring,23,0,Sunday,0,Clear,0.26,0.2424,0.56,0.2537,30
1/9/2012,spring,0,0,Monday,1,Clear,0.24,0.2273,0.6,0.2239,15
1/9/2012,spring,1,0,Monday,1,Clear,0.24,0.2424,0.6,0.1343,5
1/9/2012,spring,2,0,Monday,1,Clear,0.24,0.2424,0.56,0.1343,5
1/9/2012,spring,3,0,Monday,1,Clear,0.24,0.2424,0.52,0.1642,3
1/9/2012,spring,4,0,Monday,1,Clear,0.22,0.2424,0.64,0.1045,4
1/9/2012,spring,5,0,Monday,1,Slightly cloudy,0.2,0.2273,0.64,0.0896,21
1/9/2012,spring,6,0,Monday,1,Slightly cloudy,0.22,0.2273,0.6,0.1343,88
1/9/2012,spring,7,0,Monday,1,Slightly cloudy,0.22,0.2424,0.6,0.1045,240
1/9/2012,spring,8,0,Monday,1,Slightly cloudy,0.22,0.2576,0.55,0.0896,420
1/9/2012,spring,9,0,Monday,1,Slightly cloudy,0.22,0.2727,0.64,0,197
1/9/2012,spring,10,0,Monday,1,Clear,0.24,0.2879,0.6,0,108
1/9/2012,spring,11,0,Monday,1,Slightly cloudy,0.26,0.2879,0.56,0.0896,88
1/9/2012,spring,12,0,Monday,1,Slightly cloudy,0.26,0.2727,0.56,0.1045,103
1/9/2012,spring,13,0,Monday,1,Slightly cloudy,0.26,0.2727,0.56,0.1045,80
1/9/2012,spring,14,0,Monday,1,Light Snow,0.22,0.2273,0.75,0.1642,50
1/9/2012,spring,15,0,Monday,1,Light Snow,0.22,0.2273,0.75,0.1642,69
1/9/2012,spring,16,0,Monday,1,Light Snow,0.22,0.2576,0.87,0.0896,49
1/9/2012,spring,17,0,Monday,1,Light Snow,0.22,0.2727,0.87,0,152
1/9/2012,spring,18,0,Monday,1,Thunderstorm,0.2,0.2273,0.86,0.0896,164
1/9/2012,spring,19,0,Monday,1,Light Snow,0.2,0.2273,0.93,0.0896,190
1/9/2012,spring,20,0,Monday,1,Slightly cloudy,0.2,0.2273,0.86,0.0896,132
1/9/2012,spring,21,0,Monday,1,Slightly cloudy,0.2,0.2576,0.93,0,79
1/9/2012,spring,22,0,Monday,1,Slightly cloudy,0.2,0.2273,0.92,0.1045,62
1/9/2012,spring,23,0,Monday,1,Slightly cloudy,0.22,0.2424,0.87,0.1045,52
1/10/2012,spring,0,0,Tuesday,1,Slightly cloudy,0.22,0.2424,0.87,0.1045,14
1/10/2012,spring,1,0,Tuesday,1,Slightly cloudy,0.22,0.2424,0.93,0.1045,5
1/10/2012,spring,2,0,Tuesday,1,Slightly cloudy,0.22,0.2273,0.87,0.1642,4
1/10/2012,spring,4,0,Tuesday,1,Slightly cloudy,0.2,0.2121,0.86,0.1642,4
1/10/2012,spring,5,0,Tuesday,1,Clear,0.4,0.4091,0.47,0.2239,23
1/10/2012,spring,6,0,Tuesday,1,Slightly cloudy,0.18,0.1818,0.93,0.194,79
1/10/2012,spring,7,0,Tuesday,1,Slightly cloudy,0.18,0.197,0.93,0.1642,222
1/10/2012,spring,8,0,Tuesday,1,Slightly cloudy,0.18,0.197,0.93,0.1642,471
1/10/2012,spring,9,0,Tuesday,1,Slightly cloudy,0.18,0.197,0.93,0.1642,195
1/10/2012,spring,10,0,Tuesday,1,Slightly cloudy,0.18,0.197,0.93,0.1642,83
1/10/2012,spring,11,0,Tuesday,1,Clear,0.42,0.4242,0.38,0.2985,101
1/10/2012,spring,12,0,Tuesday,1,Clear,0.42,0.4242,0.38,0.2985,140
1/10/2012,spring,13,0,Tuesday,1,Clear,0.42,0.4242,0.38,0.2985,178
1/10/2012,spring,14,0,Tuesday,1,Clear,0.42,0.4242,0.38,0.2985,106
1/10/2012,spring,15,0,Tuesday,1,Clear,0.42,0.4242,0.38,0.2985,136
1/10/2012,spring,16,0,Tuesday,1,Clear,0.42,0.4242,0.38,0.3582,240
1/10/2012,spring,17,0,Tuesday,1,Clear,0.42,0.4242,0.38,0.2537,460
1/10/2012,spring,18,0,Tuesday,1,Clear,,0.4091,0.4,0.1045,385
1/10/2012,spring,19,0,Tuesday,1,Clear,0.38,0.3939,0.46,0.1045,281
1/10/2012,spring,20,0,Tuesday,1,Clear,0.34,0.3485,0.53,0.1045,200
1/10/2012,spring,21,0,Tuesday,1,Clear,0.32,0.3333,0.66,0.0896,116
1/10/2012,spring,22,0,Tuesday,1,Clear,0.3,0.303,0.7,0.0896,114
1/10/2012,spring,23,0,Tuesday,1,Clear,0.26,0.2727,0.81,0.1045,41
1/11/2012,spring,0,0,Wednesday,1,Clear,0.26,0.303,0.81,0,28
1/11/2012,spring,1,0,Wednesday,1,Clear,0.24,0.2576,0.87,0.0896,7
1/11/2012,spring,2,0,Wednesday,1,Clear,0.2,0.2121,0.85,0.1642,5
1/11/2012,spring,3,0,Wednesday,1,Clear,0.22,0.2727,0.8,0,4
1/11/2012,spring,4,0,Wednesday,1,Clear,0.2,0.2121,0.8,0.1343,2
1/11/2012,spring,5,0,Wednesday,1,Clear,0.2,0.2121,0.8,0.1343,22
1/11/2012,spring,6,0,Wednesday,1,Clear,0.2,0.2121,0.86,0.1343,74
1/11/2012,spring,7,0,Wednesday,1,Clear,0.2,0.2121,0.8,0.1343,256
1/11/2012,spring,8,0,Wednesday,1,Clear,0.2,0.2273,0.82,0.1045,499
1/11/2012,spring,9,0,Wednesday,1,Slightly cloudy,0.2,0.2121,0.86,0.1343,225
1/11/2012,spring,10,0,Wednesday,1,Slightly cloudy,0.24,0.2424,0.87,0.1343,97
1/11/2012,spring,11,0,Wednesday,1,Slightly cloudy,0.26,0.2879,0.87,0.0896,99
1/11/2012,spring,12,0,Wednesday,1,Light Snow,0.3,0.3333,0.81,0,55
1/11/2012,spring,13,0,Wednesday,1,Light Snow,0.32,0.3485,0.76,0,65
1/11/2012,spring,14,0,Wednesday,1,Light Snow,0.32,0.3333,0.81,0.1045,73
1/11/2012,spring,15,0,Wednesday,1,Slightly cloudy,0.34,0.3485,0.87,0.0896,79
1/11/2012,spring,16,0,Wednesday,1,Slightly cloudy,0.34,0.3182,0.87,0.2537,118
1/11/2012,spring,17,0,Wednesday,1,Light Snow,0.34,0.3182,0.87,0.2239,134
1/11/2012,spring,18,0,Wednesday,1,Light Snow,0.34,0.3333,0.87,0.194,98
1/11/2012,spring,19,0,Wednesday,1,Light Snow,0.32,0.303,0.93,0.2239,93
1/11/2012,spring,20,0,Wednesday,1,Light Snow,0.32,0.3182,0.93,0.1642,57
1/11/2012,spring,21,0,Wednesday,1,Light Snow,0.34,0.3182,0.87,0.2239,29
1/11/2012,spring,22,0,Wednesday,1,Light Snow,0.34,0.3333,0.87,0.194,49
1/11/2012,spring,23,0,Wednesday,1,Light Snow,0.34,0.3182,0.87,0.2239,9
1/12/2012,spring,0,0,Thursday,1,Light Snow,0.34,0.3333,0.93,0.194,3
1/12/2012,spring,1,0,Thursday,1,Light Snow,0.36,0.3485,0.93,0.194,3
1/12/2012,spring,2,0,Thursday,1,Light Snow,0.36,0.3485,0.93,0.2537,2
1/12/2012,spring,3,0,Thursday,1,Light Snow,0.36,0.3485,0.93,0.2537,3
1/12/2012,spring,4,0,Thursday,1,Light Snow,0.36,0.3485,0.93,0.194,2
1/12/2012,spring,5,0,Thursday,1,Light Snow,0.34,0.3485,0.93,0.0896,16
1/12/2012,spring,6,0,Thursday,1,Light Snow,0.36,0.3485,0.93,0.1343,89
1/12/2012,spring,7,0,Thursday,1,Slightly cloudy,0.34,0.3182,0.87,0.2836,220
1/12/2012,spring,8,0,Thursday,1,Clear,0.32,0.3182,0.81,0.194,508
1/12/2012,spring,9,0,Thursday,1,Clear,0.32,0.3333,0.81,0.1045,230
1/12/2012,spring,10,0,Thursday,1,Clear,0.34,0.3485,0.81,0.1045,90
1/12/2012,spring,11,0,Thursday,1,Slightly cloudy,0.34,0.3485,0.81,0.1045,119
1/12/2012,spring,12,0,Thursday,1,Slightly cloudy,0.34,0.3485,0.81,0.1045,144
1/12/2012,spring,13,0,Thursday,1,Clear,0.42,0.4242,0.77,0.1642,183
1/12/2012,spring,14,0,Thursday,1,Clear,0.42,0.4242,0.77,0.1642,156
1/12/2012,spring,15,0,Thursday,1,Clear,0.44,0.4394,0.72,0.1343,188
1/12/2012,spring,16,0,Thursday,1,Clear,0.46,0.4545,0.67,0.194,281
1/12/2012,spring,17,0,Thursday,1,Clear,0.46,0.4545,0.63,0.1642,495
1/12/2012,spring,18,0,Thursday,1,Clear,0.44,0.4394,0.67,0.194,421
1/12/2012,spring,19,0,Thursday,1,Slightly cloudy,0.42,0.4242,0.71,0.1642,330
1/12/2012,spring,20,0,Thursday,1,Slightly cloudy,0.42,0.4242,0.71,0.194,240
1/12/2012,spring,21,0,Thursday,1,Clear,0.44,0.4394,0.67,0.1343,174
1/12/2012,spring,22,0,Thursday,1,Clear,0.38,0.3939,0.76,0.2985,133
1/12/2012,spring,23,0,Thursday,1,Clear,0.4,0.4091,0.76,0.3284,67
1/13/2012,spring,0,0,Friday,1,Slightly cloudy,0.4,0.4091,0.71,0.2836,42
1/13/2012,spring,1,0,Friday,1,Slightly cloudy,0.38,0.3939,0.76,0.2985,12
1/13/2012,spring,2,0,Friday,1,Clear,0.4,0.4091,0.76,0.3582,14
1/13/2012,spring,3,0,Friday,1,Clear,0.36,0.3333,0.87,0.2537,7
1/13/2012,spring,4,0,Friday,1,Light Snow,0.32,0.2879,0.7,0.4925,3
1/13/2012,spring,5,0,Friday,1,Slightly cloudy,0.3,0.2424,0.7,0.5522,21
1/13/2012,spring,6,0,Friday,1,Slightly cloudy,0.26,0.2576,0.75,0.2239,73
1/13/2012,spring,7,0,Friday,1,Clear,0.26,0.2576,0.6,0.2239,177
1/13/2012,spring,8,0,Friday,1,Clear,0.24,0.2121,0.52,0.3582,419
1/13/2012,spring,9,0,Friday,1,Clear,0.22,0.197,0.47,0.3881,214
1/13/2012,spring,10,0,Friday,1,Clear,0.24,0.197,0.44,0.4478,103
1/13/2012,spring,11,0,Friday,1,Clear,0.24,0.1818,0.38,0.6119,114
1/13/2012,spring,12,0,Friday,1,Clear,0.24,0.197,0.38,0.4925,154
1/13/2012,spring,13,0,Friday,1,Clear,0.26,0.2121,0.33,0.5224,154
1/13/2012,spring,14,0,Friday,1,Clear,0.26,0.2121,0.33,0.5522,129
1/13/2012,spring,15,0,Friday,1,Clear,0.26,0.2121,0.33,0.5821,138
1/13/2012,spring,16,0,Friday,1,Clear,0.28,0.2424,0.3,0.4627,233
1/13/2012,spring,17,0,Friday,1,Clear,0.28,0.2424,0.33,0.4179,332
1/13/2012,spring,18,0,Friday,1,Clear,0.26,0.2273,0.38,0.2985,301
1/13/2012,spring,19,0,Friday,1,Clear,0.26,0.2424,0.38,0.2836,206
1/13/2012,spring,20,0,Friday,1,Clear,0.24,0.2424,0.41,0.1642,136
1/13/2012,spring,21,0,Friday,1,Clear,0.24,0.2121,0.41,0.2836,102
1/13/2012,spring,22,0,Friday,1,Clear,0.2,0.1818,0.47,0.3284,65
1/13/2012,spring,23,0,Friday,1,Clear,0.18,0.1818,0.47,0.194,65
1/14/2012,spring,0,0,Saturday,0,Clear,0.16,0.1818,0.47,0.1045,44
1/14/2012,spring,1,0,Saturday,0,Clear,0.16,0.1515,0.47,0.194,50
1/14/2012,spring,2,0,Saturday,0,Clear,0.16,0.1667,0.47,0.1642,38
1/14/2012,spring,3,0,Saturday,0,Clear,0.14,0.1667,0.54,0.1045,20
1/14/2012,spring,4,0,Saturday,0,Clear,0.14,0.1515,0.5,0.1343,3
1/14/2012,spring,5,0,Saturday,0,Clear,0.14,0.1515,0.5,0.1343,4
1/14/2012,spring,6,0,Saturday,0,Clear,0.14,0.1515,0.5,0,5
1/14/2012,spring,7,0,Saturday,0,Clear,0.14,0.1515,0.5,0.1343,24
1/14/2012,spring,8,0,Saturday,0,Clear,0.12,0.1515,0.54,0.1045,92
1/14/2012,spring,9,0,Saturday,0,Clear,0.14,0.1667,0.5,0.1045,81
1/14/2012,spring,10,0,Saturday,0,Clear,0.16,0.2273,0.47,0,149
1/14/2012,spring,11,0,Saturday,0,Clear,0.2,0.197,0.4,0.194,178
1/14/2012,spring,12,0,Saturday,0,Clear,0.22,0.2121,0.41,0.2537,219
1/14/2012,spring,13,0,Saturday,0,Clear,0.22,0.2121,0.44,0.2836,220
1/14/2012,spring,14,0,Saturday,0,Clear,0.24,0.2121,0.41,0.2985,231
1/14/2012,spring,15,0,Saturday,0,Clear,0.24,0.2121,0.38,0.2985,226
1/14/2012,spring,16,0,Saturday,0,Clear,0.24,0.2273,0.38,0.2239,206
1/14/2012,spring,17,0,Saturday,0,Clear,0.24,0.2273,0.41,0.2537,144
1/14/2012,spring,18,0,Saturday,0,Clear,0.22,0.2273,0.41,0.194,143
1/14/2012,spring,19,0,Saturday,0,Clear,0.2,0.197,0.47,0.2239,102
1/14/2012,spring,20,0,Saturday,0,Clear,0.2,0.197,0.44,0.2537,103
1/14/2012,spring,21,0,Saturday,0,Clear,0.18,0.1667,0.43,0.2537,69
1/14/2012,spring,22,0,Saturday,0,Clear,0.16,0.1364,0.47,0.3582,66
1/14/2012,spring,23,0,Saturday,0,Clear,0.16,0.1515,0.47,0.2239,76
1/15/2012,spring,0,0,Sunday,0,Clear,0.16,0.1364,0.47,0.3284,59
1/15/2012,spring,1,0,Sunday,0,Slightly cloudy,0.16,0.1364,0.47,0.2985,42
1/15/2012,spring,2,0,Sunday,0,Slightly cloudy,0.16,0.1364,0.47,0.2836,43
1/15/2012,spring,3,0,Sunday,0,Slightly cloudy,0.16,0.1364,0.48,0.3881,25
1/15/2012,spring,4,0,Sunday,0,Slightly cloudy,0.16,0.1364,0.47,0.3881,6
1/15/2012,spring,5,0,Sunday,0,Slightly cloudy,0.16,0.1364,0.47,0.3284,5
1/15/2012,spring,6,0,Sunday,0,Slightly cloudy,0.14,0.1212,0.5,0.2836,8
1/15/2012,spring,7,0,Sunday,0,Clear,0.12,0.1212,0.54,0.2836,17
1/15/2012,spring,8,0,Sunday,0,Clear,0.12,0.1212,0.54,0.2239,36
1/15/2012,spring,9,0,Sunday,0,Clear,0.12,0.1364,0.54,0.194,90
1/15/2012,spring,10,0,Sunday,0,Clear,0.14,0.1212,0.54,0.2836,126
1/15/2012,spring,11,0,Sunday,0,Clear,0.16,0.1515,0.47,0.2239,165
1/15/2012,spring,12,0,Sunday,0,Clear,0.18,0.1667,0.4,0.2985,234
1/15/2012,spring,13,0,Sunday,0,Clear,0.2,0.1818,0.34,0.2836,224
1/15/2012,spring,14,0,Sunday,0,Clear,0.2,0.1818,0.32,0.3582,188
1/15/2012,spring,15,0,Sunday,0,Clear,0.22,0.2273,0.27,0.194,206
1/15/2012,spring,16,0,Sunday,0,Clear,0.22,0.2121,0.29,0.2985,205
1/15/2012,spring,17,0,Sunday,0,Clear,0.22,0.2121,0.25,0.2537,146
1/15/2012,spring,18,0,Sunday,0,Clear,0.18,0.1818,0.29,0.2239,120
1/15/2012,spring,19,0,Sunday,0,Clear,0.16,0.1667,0.37,0.1642,110
1/15/2012,spring,20,0,Sunday,0,Clear,0.16,0.1818,0.37,0.1045,95
1/15/2012,spring,21,0,Sunday,0,Clear,0.16,0.1667,0.4,0.1642,72
1/15/2012,spring,22,0,Sunday,0,Clear,0.18,0.2121,0.37,0.0896,60
1/15/2012,spring,23,0,Sunday,0,Clear,0.16,0.197,0.43,0.0896,29
1/16/2012,spring,0,1,Monday,0,Clear,0.14,0.1515,0.46,0.1343,25
1/16/2012,spring,1,1,Monday,0,Clear,0.14,0.1667,0.43,0.1045,20
1/16/2012,spring,2,1,Monday,0,Clear,0.14,0.2121,0.46,0,17
1/16/2012,spring,3,1,Monday,0,Clear,0.12,0.197,0.5,0,3
1/16/2012,spring,4,1,Monday,0,Clear,0.12,0.1515,0.58,0.1045,8
1/16/2012,spring,5,1,Monday,0,Clear,0.12,0.1667,0.54,0.0896,6
1/16/2012,spring,6,1,Monday,0,Clear,0.1,0.1364,0.54,0.0896,13
1/16/2012,spring,7,1,Monday,0,Clear,0.1,0.1364,0.54,0.1045,33
1/16/2012,spring,8,1,Monday,0,Clear,0.1,0.1212,0.58,0.1642,78
1/16/2012,spring,9,1,Monday,0,Clear,0.1,0.1212,0.58,0.1642,96
1/16/2012,spring,10,1,Monday,0,Slightly cloudy,0.14,0.1364,0.59,0.194,126
1/16/2012,spring,11,1,Monday,0,Clear,0.16,0.1515,0.59,0.2537,179
1/16/2012,spring,12,1,Monday,0,Clear,0.2,0.1818,0.55,0.3284,185
1/16/2012,spring,13,1,Monday,0,Slightly cloudy,0.24,0.197,0.41,0.4179,228
1/16/2012,spring,14,1,Monday,0,Clear,0.24,0.2121,0.44,0.3881,181
1/16/2012,spring,15,1,Monday,0,Clear,0.26,0.2121,0.44,0.4478,192
1/16/2012,spring,16,1,Monday,0,Clear,0.26,0.2273,0.44,0.3582,180
1/16/2012,spring,17,1,Monday,0,Clear,0.26,0.2273,0.48,0.3284,193
1/16/2012,spring,18,1,Monday,0,Clear,0.26,0.2273,0.52,0.3284,181
1/16/2012,spring,19,1,Monday,0,Clear,0.26,0.2424,0.56,0.2836,144
1/16/2012,spring,20,1,Monday,0,Clear,0.26,0.2424,0.6,0.2836,90
1/16/2012,spring,21,1,Monday,0,Clear,0.28,0.2576,0.52,0.3284,49
1/16/2012,spring,22,1,Monday,0,Slightly cloudy,0.3,0.2727,0.49,0.3582,43
1/16/2012,spring,23,1,Monday,0,Light Snow,0.26,0.2273,0.7,0.2985,28
1/17/2012,spring,0,0,Tuesday,1,Slightly cloudy,0.26,0.2273,0.7,0.3284,12
1/17/2012,spring,1,0,Tuesday,1,Slightly cloudy,0.28,0.2576,0.65,0.3582,2
1/17/2012,spring,2,0,Tuesday,1,Light Snow,0.28,0.2727,0.75,0.2537,12
1/17/2012,spring,4,0,Tuesday,1,Light Snow,0.32,0.303,0.66,0.3284,2
1/17/2012,spring,5,0,Tuesday,1,Light Snow,0.32,0.303,0.66,0.3284,13
1/17/2012,spring,6,0,Tuesday,1,Light Snow,0.3,0.2879,0.75,0.2537,57
1/17/2012,spring,7,0,Tuesday,1,Light Snow,0.3,0.2879,0.81,0.2239,126
1/17/2012,spring,8,0,Tuesday,1,Light Snow,0.3,0.2879,0.81,0.2836,93
1/17/2012,spring,9,0,Tuesday,1,Light Snow,0.32,0.303,0.81,0.2537,68
1/17/2012,spring,10,0,Tuesday,1,Light Snow,0.3,0.2879,0.87,0.2537,62
1/17/2012,spring,11,0,Tuesday,1,Slightly cloudy,0.34,0.3485,0.87,0.1045,75
1/17/2012,spring,12,0,Tuesday,1,Slightly cloudy,0.32,0.303,0.87,0.2836,86
1/17/2012,spring,13,0,Tuesday,1,Slightly cloudy,0.38,0.3939,0.76,0.3284,103
1/17/2012,spring,14,0,Tuesday,1,Clear,0.44,0.4394,0.62,0.4925,132
1/17/2012,spring,15,0,Tuesday,1,Clear,0.44,0.4394,0.62,0.4925,129
1/17/2012,spring,16,0,Tuesday,1,Clear,0.46,0.4545,0.63,0.5522,219
1/17/2012,spring,17,0,Tuesday,1,Clear,0.46,0.4545,0.63,0.4478,462
1/17/2012,spring,18,0,Tuesday,1,Clear,0.46,0.4545,0.63,0.4478,463
1/17/2012,spring,19,0,Tuesday,1,Clear,0.46,0.4545,0.63,0.4179,308
1/17/2012,spring,20,0,Tuesday,1,Clear,0.46,0.4545,0.63,0.3582,180
1/17/2012,spring,21,0,Tuesday,1,Clear,0.46,0.4545,0.67,0.4627,180
1/17/2012,spring,22,0,Tuesday,1,Clear,0.46,0.4545,0.72,0.3881,90
1/17/2012,spring,23,0,Tuesday,1,Clear,0.46,0.4545,0.72,0.3881,61
1/18/2012,spring,0,0,Wednesday,1,Slightly cloudy,0.46,0.4545,0.77,0.3284,17
1/18/2012,spring,1,0,Wednesday,1,Slightly cloudy,0.46,0.4545,0.77,0.3284,10
1/18/2012,spring,2,0,Wednesday,1,Slightly cloudy,0.44,0.4394,0.51,0.4925,2
1/18/2012,spring,3,0,Wednesday,1,Slightly cloudy,0.44,0.4394,0.51,0.4925,4
1/18/2012,spring,4,0,Wednesday,1,Clear,0.34,0.2879,0.46,0.5224,1
1/18/2012,spring,5,0,Wednesday,1,Clear,0.34,0.2879,0.46,0.5224,29
1/18/2012,spring,6,0,Wednesday,1,Clear,0.34,0.2879,0.36,0.5224,88
1/18/2012,spring,7,0,Wednesday,1,Clear,0.32,0.2879,0.42,0.3582,263
